timestamp,legacy_floppy7,legacy_floppy2,legacy_floppy0,legacy_floppy5,legacy_floppy8,legacy_floppy1,legacy_floppy4,legacy_floppy6,legacy_floppy3,max,min,avg
32415,0.4717,0.502,0.4818,0.4555,0.4595,0.502,0.4777,0.4636,0.5081,0.5081,0.4555,0.4802
32433,0.4717,0.502,0.4818,0.4555,0.4595,0.502,0.4777,0.4636,0.5,0.502,0.4555,0.4793
32434,0.5324,0.502,0.4818,0.4555,0.4595,0.502,0.4777,0.4636,0.5,0.5324,0.4555,0.4861
32435,0.5324,0.502,0.4818,0.4555,0.4595,0.502,0.4777,0.4636,0.4879,0.5324,0.4555,0.4847
32438,0.5324,0.502,0.4818,0.4555,0.4595,0.502,0.4777,0.4636,0.4858,0.5324,0.4555,0.4845
32442,0.5324,0.502,0.4818,0.4555,0.4818,0.502,0.4777,0.4636,0.4858,0.5324,0.4555,0.487
32457,0.5324,0.4555,0.4818,0.4555,0.4818,0.502,0.4777,0.4636,0.4858,0.5324,0.4555,0.4818
32479,0.5324,0.4555,0.4818,0.4555,0.4818,0.502,0.4595,0.4636,0.4858,0.5324,0.4555,0.4798
32487,0.5324,0.4555,0.4555,0.4555,0.4818,0.502,0.4595,0.4636,0.4858,0.5324,0.4555,0.4768
32516,0.5324,0.4555,0.4555,0.4555,0.4818,0.502,0.5202,0.4636,0.4696,0.5324,0.4555,0.4818
32517,0.5324,0.4555,0.4555,0.4555,0.4818,0.502,0.5202,0.4231,0.4696,0.5324,0.4231,0.4773
32532,0.5324,0.502,0.4555,0.4555,0.4818,0.502,0.5202,0.4231,0.4696,0.5324,0.4231,0.4825
32541,0.5324,0.502,0.4555,0.4555,0.4818,0.502,0.5202,0.4231,0.4919,0.5324,0.4231,0.4849
32548,0.5324,0.502,0.4555,0.4555,0.4818,0.4595,0.5202,0.4231,0.4919,0.5324,0.4231,0.4802
32590,0.4231,0.502,0.4555,0.4555,0.4818,0.4595,0.5202,0.4231,0.4919,0.5202,0.4231,0.4681
32606,0.4231,0.502,0.4555,0.4555,0.4818,0.4595,0.5202,0.4231,0.4919,0.5202,0.4231,0.4681
32612,0.4231,0.496,0.4555,0.4555,0.4818,0.4595,0.5202,0.4231,0.4919,0.5202,0.4231,0.4674
32626,0.4231,0.496,0.4555,0.4555,0.496,0.4595,0.5202,0.4231,0.4919,0.5202,0.4231,0.469
32640,0.4231,0.496,0.4555,0.496,0.496,0.4595,0.5202,0.4231,0.4919,0.5202,0.4231,0.4735
32650,0.5243,0.496,0.4555,0.496,0.496,0.4595,0.5202,0.4231,0.4919,0.5243,0.4231,0.4847
32659,0.5243,0.496,0.4555,0.496,0.498,0.4595,0.5202,0.4231,0.4919,0.5243,0.4231,0.4849
32677,0.5223,0.496,0.4555,0.496,0.498,0.4595,0.5202,0.4231,0.4919,0.5223,0.4231,0.4847
32680,0.5223,0.4737,0.4555,0.496,0.498,0.4312,0.5202,0.4231,0.4919,0.5223,0.4231,0.4791
32685,0.5223,0.4737,0.4555,0.496,0.496,0.4312,0.5202,0.4231,0.4919,0.5223,0.4231,0.4789
32689,0.5223,0.5162,0.4555,0.496,0.496,0.4312,0.5202,0.4231,0.4919,0.5223,0.4231,0.4836
32695,0.5223,0.5162,0.4555,0.496,0.496,0.4312,0.504,0.4231,0.4919,0.5223,0.4231,0.4818
32696,0.5223,0.5162,0.4555,0.496,0.4413,0.4312,0.504,0.4231,0.4919,0.5223,0.4231,0.4757
32697,0.5223,0.5162,0.4555,0.496,0.4413,0.4312,0.504,0.4231,0.4879,0.5223,0.4231,0.4753
32728,0.5223,0.5162,0.4555,0.496,0.4413,0.4312,0.504,0.4372,0.4879,0.5223,0.4312,0.4768
32734,0.5223,0.4474,0.4555,0.496,0.4413,0.4312,0.504,0.4372,0.4879,0.5223,0.4312,0.4692
32741,0.5223,0.4474,0.4555,0.496,0.4413,0.4312,0.4312,0.4372,0.4879,0.5223,0.4312,0.4611
32743,0.5223,0.4474,0.4615,0.496,0.4413,0.4312,0.4211,0.4372,0.4879,0.5223,0.4211,0.4607
32748,0.5223,0.4879,0.4615,0.496,0.4413,0.4312,0.4211,0.4372,0.4879,0.5223,0.4211,0.4652
32757,0.4777,0.4879,0.4615,0.496,0.4413,0.4312,0.4211,0.4372,0.4879,0.496,0.4211,0.4602
32758,0.4777,0.4879,0.4615,0.4494,0.4413,0.4312,0.4211,0.4372,0.4879,0.4879,0.4211,0.455
32797,0.4777,0.4879,0.4615,0.502,0.4413,0.4312,0.4211,0.4372,0.4879,0.502,0.4211,0.4609
32801,0.4777,0.4879,0.4717,0.502,0.4413,0.4312,0.4211,0.4372,0.4879,0.502,0.4211,0.462
32809,0.4777,0.4879,0.4717,0.502,0.4413,0.4312,0.4211,0.4372,0.5324,0.5324,0.4211,0.4669
32813,0.4777,0.4879,0.4717,0.502,0.4413,0.4312,0.4818,0.4372,0.5324,0.5324,0.4312,0.4737
32817,0.4291,0.4879,0.4717,0.502,0.4413,0.4312,0.4818,0.4372,0.5324,0.5324,0.4291,0.4683
32820,0.4291,0.4879,0.4717,0.502,0.4413,0.4312,0.4291,0.4372,0.5324,0.5324,0.4291,0.4624
32821,0.4291,0.4879,0.4717,0.502,0.4413,0.4312,0.4312,0.4372,0.4656,0.502,0.4291,0.4552
32831,0.4575,0.4879,0.4717,0.502,0.4413,0.4312,0.4312,0.4372,0.4656,0.502,0.4312,0.4584
32834,0.4575,0.4879,0.4555,0.502,0.4413,0.4312,0.4312,0.4372,0.4656,0.502,0.4312,0.4566
32855,0.4575,0.504,0.4555,0.502,0.4413,0.4312,0.4312,0.4372,0.4656,0.504,0.4312,0.4584
32861,0.4575,0.504,0.4555,0.502,0.4777,0.4393,0.4312,0.4372,0.4656,0.504,0.4312,0.4633
32867,0.4575,0.504,0.4555,0.498,0.4777,0.4393,0.4312,0.4372,0.4656,0.504,0.4312,0.4629
32871,0.4575,0.504,0.4555,0.498,0.4777,0.4393,0.4312,0.4636,0.4656,0.504,0.4312,0.4658
32888,0.4575,0.504,0.4555,0.498,0.4777,0.4393,0.4919,0.4636,0.4656,0.504,0.4393,0.4726
32907,0.4575,0.504,0.4555,0.498,0.4777,0.4393,0.4919,0.4069,0.4656,0.504,0.4069,0.4663
32916,0.4575,0.504,0.4555,0.498,0.4798,0.4393,0.4919,0.4069,0.4656,0.504,0.4069,0.4665
32918,0.4575,0.415,0.4555,0.498,0.4798,0.4393,0.4919,0.4069,0.4656,0.498,0.4069,0.4566
32919,0.4575,0.415,0.4555,0.498,0.4798,0.4393,0.4919,0.4737,0.4656,0.498,0.415,0.464
32928,0.4352,0.415,0.4555,0.498,0.4798,0.4393,0.4919,0.4737,0.4656,0.498,0.415,0.4616
32931,0.4352,0.415,0.4555,0.498,0.4798,0.4393,0.4919,0.4737,0.502,0.502,0.415,0.4656
32932,0.4352,0.415,0.496,0.498,0.4798,0.4393,0.4919,0.4737,0.502,0.502,0.415,0.4701
32933,0.4352,0.4393,0.496,0.498,0.4798,0.4393,0.4919,0.4737,0.502,0.502,0.4352,0.4728
32948,0.4453,0.4393,0.496,0.498,0.4798,0.4393,0.4919,0.4737,0.502,0.502,0.4393,0.4739
32951,0.4453,0.4393,0.496,0.5101,0.4798,0.4393,0.4919,0.4737,0.502,0.5101,0.4393,0.4753
32956,0.4291,0.4393,0.496,0.5101,0.4798,0.4737,0.4919,0.4737,0.502,0.5101,0.4291,0.4773
32971,0.4291,0.4393,0.496,0.5101,0.4838,0.4737,0.4919,0.4737,0.502,0.5101,0.4291,0.4777
32973,0.4291,0.4555,0.496,0.5101,0.4838,0.4737,0.4919,0.4737,0.502,0.5101,0.4291,0.4795
32976,0.4291,0.4555,0.496,0.5324,0.4838,0.4737,0.4919,0.4737,0.502,0.5324,0.4291,0.482
32998,0.4291,0.4555,0.496,0.5324,0.4838,0.502,0.4919,0.4737,0.502,0.5324,0.4291,0.4852
32999,0.4291,0.4919,0.496,0.5324,0.4838,0.502,0.4919,0.4737,0.502,0.5324,0.4291,0.4892
33006,0.4291,0.4919,0.4433,0.5324,0.4838,0.5,0.4919,0.4737,0.502,0.5324,0.4291,0.4831
33008,0.4291,0.4919,0.4433,0.5324,0.5202,0.5,0.4919,0.4737,0.502,0.5324,0.4291,0.4872
33029,0.4291,0.4919,0.4433,0.5324,0.5202,0.4737,0.4919,0.4737,0.502,0.5324,0.4291,0.4842
33035,0.4291,0.4919,0.4433,0.5324,0.5202,0.5,0.4919,0.4737,0.502,0.5324,0.4291,0.4872
33036,0.4291,0.4919,0.4595,0.5324,0.5202,0.5,0.4919,0.4737,0.502,0.5324,0.4291,0.489
33047,0.4291,0.4919,0.4595,0.5223,0.5202,0.5,0.4919,0.4737,0.502,0.5223,0.4291,0.4878
33070,0.4291,0.4919,0.4595,0.5223,0.5202,0.5,0.4919,0.5081,0.502,0.5223,0.4291,0.4917
33094,0.5061,0.4919,0.4595,0.5223,0.5202,0.5,0.4919,0.5081,0.502,0.5223,0.4595,0.5002
33098,0.5061,0.4757,0.4595,0.5223,0.5202,0.5,0.4919,0.5081,0.502,0.5223,0.4595,0.4984
33106,0.5061,0.4757,0.4595,0.5223,0.5202,0.5,0.4595,0.5081,0.502,0.5223,0.4595,0.4948
33113,0.5061,0.4757,0.4352,0.5223,0.5202,0.5,0.4595,0.5081,0.502,0.5223,0.4352,0.4921
33119,0.5061,0.4757,0.4352,0.4899,0.5202,0.5,0.4595,0.4534,0.502,0.5202,0.4352,0.4824
33134,0.5061,0.4757,0.4352,0.504,0.5202,0.5,0.4595,0.4534,0.502,0.5202,0.4352,0.484
33141,0.5061,0.4757,0.4352,0.504,0.5263,0.5,0.4595,0.4534,0.502,0.5263,0.4352,0.4847
33148,0.4939,0.4757,0.4352,0.504,0.5263,0.5,0.5081,0.4534,0.502,0.5263,0.4352,0.4887
33168,0.4939,0.4757,0.5,0.504,0.5263,0.5,0.5081,0.498,0.502,0.5263,0.4757,0.5009
33176,0.4939,0.4757,0.5,0.504,0.5263,0.5,0.5101,0.498,0.502,0.5263,0.4757,0.5011
33179,0.4939,0.4676,0.5,0.504,0.5263,0.5,0.5101,0.498,0.502,0.5263,0.4676,0.5002
33180,0.4939,0.4676,0.4656,0.504,0.5263,0.5,0.5101,0.498,0.502,0.5263,0.4656,0.4964
33193,0.4939,0.4676,0.4656,0.504,0.5263,0.5,0.5101,0.5081,0.502,0.5263,0.4656,0.4975
33209,0.5101,0.4676,0.4656,0.504,0.5263,0.5,0.5101,0.5081,0.502,0.5263,0.4656,0.4993
33210,0.5101,0.4676,0.4656,0.4757,0.5263,0.5,0.5101,0.5081,0.502,0.5263,0.4656,0.4962
33218,0.5101,0.4676,0.4656,0.4838,0.5263,0.5,0.5101,0.5081,0.502,0.5263,0.4656,0.4971
33219,0.5101,0.4676,0.4656,0.4838,0.5263,0.5,0.5101,0.4757,0.502,0.5263,0.4656,0.4935
33220,0.5101,0.4676,0.4676,0.4838,0.5263,0.5,0.5101,0.4757,0.502,0.5263,0.4676,0.4937
33224,0.5223,0.4676,0.4676,0.4838,0.5263,0.5,0.5101,0.4757,0.502,0.5263,0.4676,0.495
33237,0.5223,0.4676,0.4676,0.4838,0.5263,0.5263,0.5101,0.4757,0.502,0.5263,0.4676,0.498
33240,0.5223,0.4676,0.4676,0.4838,0.5263,0.4595,0.5101,0.4757,0.502,0.5263,0.4595,0.4905
33246,0.5223,0.4676,0.4676,0.5162,0.5263,0.4595,0.5101,0.4757,0.502,0.5263,0.4595,0.4941
33258,0.4919,0.4676,0.4676,0.5162,0.5263,0.4595,0.5101,0.4757,0.502,0.5263,0.4595,0.4908
33273,0.4919,0.4676,0.4676,0.5162,0.5263,0.4595,0.5101,0.4798,0.502,0.5263,0.4595,0.4912
33291,0.4919,0.4676,0.4676,0.5162,0.5263,0.4595,0.5101,0.504,0.502,0.5263,0.4595,0.4939
33298,0.4919,0.4676,0.4676,0.5162,0.5263,0.4595,0.5101,0.4656,0.502,0.5263,0.4595,0.4896
33311,0.4919,0.4676,0.4676,0.4433,0.5263,0.4595,0.5101,0.4656,0.502,0.5263,0.4433,0.4815
33315,0.4919,0.4676,0.4676,0.4433,0.5263,0.4595,0.5101,0.498,0.502,0.5263,0.4433,0.4851
33350,0.4919,0.4676,0.4676,0.4433,0.5263,0.4595,0.5101,0.4636,0.502,0.5263,0.4433,0.4813
33352,0.4919,0.4676,0.4676,0.4433,0.5263,0.4595,0.5101,0.4636,0.5162,0.5263,0.4433,0.4829
33383,0.4919,0.4676,0.4676,0.4433,0.5263,0.4352,0.5101,0.4636,0.5162,0.5263,0.4352,0.4802
33386,0.4919,0.4676,0.4676,0.4433,0.5263,0.4352,0.5101,0.5061,0.5162,0.5263,0.4352,0.4849
33417,0.4919,0.4676,0.4798,0.4433,0.5263,0.4352,0.5101,0.5061,0.5162,0.5263,0.4352,0.4863
33421,0.4919,0.4676,0.4798,0.4433,0.4818,0.4352,0.5101,0.5061,0.5162,0.5162,0.4352,0.4813
33425,0.4919,0.4676,0.4798,0.4433,0.4818,0.5,0.5101,0.5061,0.5162,0.5162,0.4433,0.4885
33429,0.4919,0.4676,0.4798,0.4433,0.4818,0.5,0.5101,0.5061,0.4312,0.5101,0.4312,0.4791
33451,0.4919,0.4676,0.4798,0.4433,0.4818,0.5,0.4372,0.5061,0.4312,0.5061,0.4312,0.471
33455,0.4919,0.4676,0.4615,0.4433,0.4818,0.5,0.4372,0.5061,0.4312,0.5061,0.4312,0.469
33457,0.5283,0.4676,0.4615,0.4433,0.4818,0.5,0.4372,0.5061,0.4312,0.5283,0.4312,0.473
33464,0.5283,0.4676,0.502,0.4433,0.4818,0.5,0.4372,0.5061,0.4312,0.5283,0.4312,0.4775
33468,0.5283,0.4676,0.502,0.4433,0.4818,0.5,0.4372,0.5061,0.4798,0.5283,0.4372,0.4829
33469,0.5283,0.4676,0.502,0.4433,0.4818,0.5,0.5162,0.5061,0.4798,0.5283,0.4433,0.4917
33492,0.5283,0.4676,0.502,0.4433,0.4818,0.504,0.5162,0.5061,0.4798,0.5283,0.4433,0.4921
33493,0.5283,0.4676,0.502,0.4433,0.4656,0.504,0.5162,0.5061,0.4798,0.5283,0.4433,0.4903
33500,0.5283,0.4676,0.502,0.4433,0.4656,0.504,0.5162,0.417,0.4798,0.5283,0.417,0.4804
33502,0.5283,0.5061,0.502,0.4433,0.4656,0.504,0.5162,0.417,0.4798,0.5283,0.417,0.4847
33504,0.5283,0.5061,0.5,0.4433,0.4656,0.504,0.5162,0.417,0.4798,0.5283,0.417,0.4845
33506,0.5283,0.5061,0.5,0.4433,0.4656,0.504,0.5162,0.4474,0.4798,0.5283,0.4433,0.4879
33517,0.5283,0.5061,0.5,0.4433,0.5081,0.504,0.5162,0.4474,0.4798,0.5283,0.4433,0.4926
33539,0.5283,0.5061,0.5,0.4433,0.5081,0.5081,0.5162,0.4474,0.4798,0.5283,0.4433,0.493
33549,0.5283,0.5061,0.5,0.4433,0.4089,0.5081,0.5162,0.4474,0.4798,0.5283,0.4089,0.482
33551,0.5283,0.5061,0.5,0.4433,0.4089,0.5081,0.5162,0.4474,0.496,0.5283,0.4089,0.4838
33577,0.4555,0.5061,0.5,0.4433,0.4089,0.5081,0.5162,0.4474,0.496,0.5162,0.4089,0.4757
33578,0.4372,0.5061,0.5,0.4433,0.4089,0.5081,0.5162,0.4474,0.496,0.5162,0.4089,0.4737
33582,0.4372,0.502,0.5,0.4433,0.4089,0.5081,0.5162,0.4474,0.496,0.5162,0.4089,0.4732
33598,0.4372,0.502,0.5,0.4433,0.4089,0.504,0.5162,0.4474,0.496,0.5162,0.4089,0.4728
33604,0.4372,0.4737,0.5,0.4433,0.4089,0.504,0.5162,0.4474,0.496,0.5162,0.4089,0.4696
33613,0.4372,0.4737,0.5,0.4433,0.4089,0.504,0.5162,0.4514,0.496,0.5162,0.4089,0.4701
33631,0.4372,0.4737,0.5,0.4433,0.4089,0.498,0.5162,0.4514,0.496,0.5162,0.4089,0.4694
33636,0.4372,0.4737,0.4879,0.4433,0.4089,0.498,0.5162,0.4514,0.496,0.5162,0.4089,0.4681
33644,0.4372,0.4737,0.4879,0.4879,0.4089,0.498,0.5162,0.4514,0.496,0.5162,0.4089,0.473
33646,0.5223,0.4737,0.4879,0.4879,0.4089,0.498,0.5162,0.4514,0.496,0.5223,0.4089,0.4825
33651,0.5223,0.4717,0.4879,0.4879,0.4089,0.498,0.5162,0.4514,0.496,0.5223,0.4089,0.4823
33670,0.5223,0.4717,0.4879,0.4777,0.496,0.498,0.5162,0.4514,0.496,0.5223,0.4514,0.4908
33680,0.5223,0.4717,0.4879,0.5061,0.496,0.498,0.5162,0.4514,0.496,0.5223,0.4514,0.494
33683,0.5223,0.4717,0.4879,0.5061,0.496,0.4332,0.5162,0.4514,0.496,0.5223,0.4332,0.4868
33684,0.5223,0.4717,0.4879,0.5061,0.496,0.4332,0.5,0.4514,0.496,0.5223,0.4332,0.485
33687,0.5223,0.4717,0.4879,0.5061,0.496,0.4332,0.5,0.4514,0.4271,0.5223,0.4271,0.4773
33720,0.5223,0.4717,0.4879,0.5061,0.496,0.4332,0.5,0.4514,0.4777,0.5223,0.4332,0.4829
33722,0.5223,0.4717,0.4879,0.5061,0.496,0.4899,0.5,0.4514,0.4777,0.5223,0.4514,0.4892
33728,0.5223,0.4717,0.4879,0.5061,0.496,0.4899,0.4757,0.4514,0.4777,0.5223,0.4514,0.4865
33745,0.5223,0.4717,0.4879,0.5061,0.496,0.4899,0.4757,0.4514,0.4777,0.5223,0.4514,0.4865
33747,0.5223,0.4717,0.4879,0.5061,0.496,0.4899,0.4757,0.4514,0.4858,0.5223,0.4514,0.4874
33755,0.5223,0.4717,0.4879,0.5061,0.496,0.4899,0.4757,0.4514,0.4818,0.5223,0.4514,0.487
33774,0.5223,0.4717,0.4879,0.5061,0.496,0.4899,0.4757,0.4514,0.5,0.5223,0.4514,0.489
33784,0.5223,0.4717,0.4879,0.502,0.496,0.4899,0.4757,0.4514,0.5,0.5223,0.4514,0.4885
33797,0.5223,0.4717,0.4879,0.502,0.496,0.4899,0.4757,0.4858,0.5,0.5223,0.4717,0.4924
33798,0.5223,0.4717,0.4879,0.5162,0.496,0.4899,0.4757,0.4858,0.5,0.5223,0.4717,0.4939
33818,0.5223,0.4717,0.4879,0.5162,0.5101,0.4899,0.4757,0.4858,0.4757,0.5223,0.4717,0.4928
33825,0.5223,0.4717,0.4879,0.5162,0.5202,0.4899,0.4757,0.4858,0.4757,0.5223,0.4717,0.4939
33844,0.5223,0.4717,0.4879,0.5162,0.4838,0.4899,0.4757,0.4858,0.4757,0.5223,0.4717,0.4899
33845,0.5223,0.4717,0.4879,0.5162,0.4838,0.4939,0.4757,0.4858,0.4757,0.5223,0.4717,0.4903
33876,0.5223,0.4717,0.4879,0.5162,0.498,0.4939,0.4757,0.4858,0.4757,0.5223,0.4717,0.4919
33880,0.5223,0.4717,0.4879,0.5223,0.498,0.4939,0.4757,0.4858,0.4757,0.5223,0.4717,0.4926
33884,0.5223,0.4696,0.4879,0.5223,0.498,0.4939,0.4757,0.4858,0.4757,0.5223,0.4696,0.4924
33887,0.498,0.4696,0.4879,0.5223,0.498,0.4939,0.4757,0.4858,0.4757,0.5223,0.4696,0.4897
33910,0.498,0.4696,0.4879,0.498,0.498,0.4939,0.4757,0.4858,0.4757,0.498,0.4696,0.487
33992,0.498,0.4696,0.4879,0.4879,0.498,0.4939,0.4757,0.4858,0.4757,0.498,0.4696,0.4858
33998,0.498,0.4696,0.4879,0.4879,0.498,0.4838,0.4757,0.4858,0.4757,0.498,0.4696,0.4847
34024,0.498,0.4696,0.4879,0.4879,0.498,0.4838,0.4757,0.4858,0.4777,0.498,0.4696,0.4849
34036,0.498,0.4696,0.496,0.4879,0.498,0.4838,0.4757,0.4858,0.4777,0.498,0.4696,0.4858
34054,0.498,0.4696,0.496,0.4879,0.498,0.4838,0.4757,0.4474,0.4777,0.498,0.4474,0.4816
34072,0.4332,0.4696,0.496,0.4879,0.498,0.4838,0.4757,0.4474,0.4777,0.498,0.4332,0.4744
34073,0.4332,0.4696,0.496,0.4879,0.498,0.4838,0.496,0.4474,0.4777,0.498,0.4332,0.4766
34084,0.4332,0.4879,0.496,0.4879,0.498,0.4838,0.496,0.4474,0.4777,0.498,0.4332,0.4787
34092,0.4332,0.4879,0.4615,0.4879,0.498,0.4838,0.496,0.4474,0.4777,0.498,0.4332,0.4748
34105,0.4332,0.4879,0.4858,0.4879,0.498,0.4838,0.496,0.4474,0.4777,0.498,0.4332,0.4775
34121,0.4332,0.4879,0.4939,0.4879,0.498,0.4838,0.496,0.4474,0.4777,0.498,0.4332,0.4784
34138,0.4332,0.4879,0.4939,0.4879,0.498,0.4838,0.4413,0.4474,0.4777,0.498,0.4332,0.4723
34143,0.4332,0.4879,0.4939,0.4879,0.498,0.4636,0.4413,0.4474,0.4777,0.498,0.4332,0.4701
34150,0.4332,0.4879,0.4939,0.4879,0.498,0.4838,0.4413,0.4474,0.4777,0.498,0.4332,0.4723
34152,0.4332,0.4798,0.4939,0.4879,0.498,0.4838,0.4413,0.4474,0.4777,0.498,0.4332,0.4714
34162,0.4332,0.4798,0.4717,0.4879,0.498,0.4838,0.4413,0.4474,0.4777,0.498,0.4332,0.469
34209,0.4332,0.4798,0.4717,0.4879,0.498,0.4838,0.4413,0.4474,0.4777,0.498,0.4332,0.469
34216,0.4332,0.4109,0.4717,0.4879,0.498,0.4838,0.4413,0.4474,0.4777,0.498,0.4109,0.4613
34235,0.4332,0.4109,0.4717,0.4737,0.498,0.4838,0.4413,0.4474,0.4777,0.498,0.4109,0.4597
34248,0.4332,0.4109,0.4717,0.4919,0.498,0.4838,0.4413,0.4474,0.4777,0.498,0.4109,0.4618
34249,0.4332,0.4109,0.4717,0.4919,0.5223,0.4838,0.4413,0.4474,0.4777,0.5223,0.4109,0.4645
34265,0.4332,0.4393,0.4717,0.4919,0.5223,0.4838,0.4413,0.4474,0.4777,0.5223,0.4332,0.4676
34269,0.4332,0.4696,0.4717,0.4919,0.5223,0.4838,0.4413,0.4474,0.4777,0.5223,0.4332,0.471
34274,0.4332,0.4696,0.4717,0.4919,0.5223,0.4838,0.4413,0.4474,0.5182,0.5223,0.4332,0.4755
34278,0.4332,0.4696,0.4717,0.5162,0.5223,0.4838,0.4413,0.4474,0.5182,0.5223,0.4332,0.4782
34319,0.4332,0.4696,0.4717,0.5162,0.4494,0.4838,0.4413,0.4474,0.5182,0.5182,0.4332,0.4701
34327,0.4332,0.4696,0.4717,0.5162,0.5,0.4838,0.4413,0.4474,0.5182,0.5182,0.4332,0.4757
34336,0.4332,0.4393,0.4717,0.5162,0.5,0.4838,0.4413,0.4474,0.5182,0.5182,0.4332,0.4723
34342,0.4332,0.4089,0.4717,0.5162,0.5,0.4838,0.4413,0.4474,0.5182,0.5182,0.4089,0.469
34344,0.4332,0.4089,0.4717,0.5162,0.5,0.4838,0.4413,0.4474,0.5101,0.5162,0.4089,0.4681
34364,0.4332,0.4089,0.4899,0.5162,0.5,0.4838,0.4413,0.4474,0.5101,0.5162,0.4089,0.4701
34390,0.4332,0.4089,0.4899,0.5162,0.498,0.4838,0.4413,0.4474,0.5101,0.5162,0.4089,0.4699
34405,0.4332,0.4089,0.4899,0.5162,0.496,0.4838,0.4413,0.4474,0.5101,0.5162,0.4089,0.4696
34416,0.4332,0.4089,0.4899,0.5162,0.496,0.4838,0.4413,0.498,0.5101,0.5162,0.4089,0.4753
34422,0.4332,0.4089,0.4899,0.5162,0.496,0.4838,0.4413,0.498,0.4433,0.5162,0.4089,0.4678
34423,0.4332,0.4089,0.498,0.5162,0.496,0.4838,0.4413,0.498,0.4433,0.5162,0.4089,0.4687
34432,0.4332,0.4089,0.498,0.5101,0.496,0.4838,0.4413,0.498,0.4433,0.5101,0.4089,0.4681
34454,0.4332,0.4089,0.498,0.5101,0.496,0.4838,0.4413,0.498,0.4393,0.5101,0.4089,0.4676
34467,0.4332,0.4089,0.498,0.4433,0.496,0.4838,0.4413,0.498,0.4393,0.498,0.4089,0.4602
34474,0.4332,0.4089,0.496,0.4433,0.496,0.4838,0.4413,0.498,0.4393,0.498,0.4089,0.46
34479,0.4332,0.4089,0.4858,0.4433,0.496,0.4838,0.4413,0.498,0.4393,0.498,0.4089,0.4588
34489,0.4332,0.4089,0.4858,0.4433,0.496,0.4838,0.4737,0.498,0.4393,0.498,0.4089,0.4624
34516,0.4332,0.4089,0.4858,0.4899,0.496,0.4838,0.4737,0.498,0.4393,0.498,0.4089,0.4676
34519,0.4332,0.4089,0.4858,0.4899,0.496,0.4838,0.4312,0.498,0.4393,0.498,0.4089,0.4629
34520,0.4332,0.4089,0.4858,0.4899,0.4271,0.4838,0.4312,0.498,0.4393,0.498,0.4089,0.4552
34534,0.4332,0.4089,0.4696,0.4899,0.4271,0.4838,0.4312,0.498,0.4393,0.498,0.4089,0.4534
34536,0.4332,0.4089,0.4696,0.4899,0.4271,0.4838,0.4312,0.4575,0.4393,0.4899,0.4089,0.4489
34545,0.4332,0.4089,0.4696,0.4899,0.4271,0.4939,0.4312,0.4575,0.4393,0.4939,0.4089,0.4501
34558,0.4332,0.4089,0.4453,0.4899,0.4271,0.4939,0.4312,0.4575,0.4393,0.4939,0.4089,0.4474
34572,0.4332,0.4089,0.4453,0.4899,0.4271,0.4939,0.4312,0.4575,0.5142,0.5142,0.4089,0.4557
34578,0.4332,0.4089,0.4453,0.4899,0.4271,0.4939,0.4312,0.4575,0.4858,0.4939,0.4089,0.4525
34598,0.4332,0.4089,0.4453,0.4696,0.4271,0.4939,0.4312,0.4575,0.4858,0.4939,0.4089,0.4503
34608,0.4332,0.4089,0.4453,0.4696,0.4271,0.4939,0.4615,0.4575,0.4858,0.4939,0.4089,0.4536
34640,0.4332,0.4858,0.4453,0.4696,0.4271,0.4939,0.4615,0.4575,0.4858,0.4939,0.4271,0.4622
34651,0.5223,0.4858,0.4453,0.4696,0.4271,0.4939,0.4615,0.4575,0.4858,0.5223,0.4271,0.4721
34669,0.5223,0.4858,0.4453,0.5223,0.4271,0.4939,0.4615,0.4575,0.4858,0.5223,0.4271,0.4779
34684,0.5223,0.4858,0.4332,0.5223,0.5162,0.4939,0.4615,0.4575,0.4858,0.5223,0.4332,0.4865
34698,0.5223,0.4858,0.4332,0.5223,0.5162,0.4939,0.496,0.4575,0.4858,0.5223,0.4332,0.4903
34700,0.5223,0.4858,0.4332,0.5223,0.4231,0.4939,0.496,0.4575,0.4858,0.5223,0.4231,0.48
34704,0.5223,0.4858,0.4636,0.5223,0.4231,0.4939,0.496,0.4575,0.4858,0.5223,0.4231,0.4834
34721,0.5223,0.4858,0.4636,0.5223,0.4231,0.4939,0.504,0.4575,0.4858,0.5223,0.4231,0.4843
34729,0.5223,0.4838,0.4636,0.5223,0.4231,0.4939,0.504,0.4575,0.4858,0.5223,0.4231,0.484
34738,0.5061,0.4838,0.4636,0.5223,0.4231,0.4939,0.504,0.4575,0.4858,0.5223,0.4231,0.4822
34759,0.5061,0.4838,0.4636,0.5223,0.496,0.4939,0.504,0.4575,0.4858,0.5223,0.4575,0.4903
34767,0.5061,0.4838,0.4636,0.5223,0.496,0.4939,0.4777,0.4575,0.4858,0.5223,0.4575,0.4874
34768,0.5061,0.4838,0.4636,0.5223,0.496,0.4939,0.4777,0.4575,0.4858,0.5223,0.4575,0.4874
34775,0.5061,0.4838,0.4636,0.5223,0.496,0.4939,0.5101,0.4575,0.4858,0.5223,0.4575,0.491
34789,0.5061,0.4838,0.4636,0.4433,0.496,0.4939,0.5101,0.4575,0.4858,0.5101,0.4433,0.4822
34805,0.5243,0.4838,0.4636,0.4433,0.496,0.4939,0.5101,0.4575,0.4858,0.5243,0.4433,0.4843
